Job Working,ReadyStatus,Job Wait,OFF or unknown,AlarmStatus,Job Workingwaitoperator,Wait for reset,Manual job Working,Bevel Inclined Poly,Bevel Straight Poly,Bevel Straight CR 1,Bevel Straight CR 2,Groove Poly,Bevel Inclined HI,Bevel Straight HI,Groove OR,Cycle Time,Job Correctly Completed,Lens Rejected (Lens 2),Lens Rejected (Lens 1),Cannot Load Lens from Pallet,Server didnt send job,Barcode Not readable,Lens not traceable,Timestamp Identifier not received
135621,1880,68753,29476,9669,8247,918,1128,461,233,191,90,72,57,33,12,74,888,71,24,35,19,20,8,1
136841,2319,67816,28884,9351,9809,343,147,506,265,223,95,70,58,31,10,87,1176,62,24,18,17,27,8,1
135671,1783,75456,28990,8261,9446,1320,121,445,229,215,99,75,63,31,12,55,1290,72,18,11,23,20,10,1
138140,1846,71369,29586,10568,9774,1408,1037,457,255,191,104,72,62,32,13,74,772,63,19,19,8,7,12,1
135746,6967,72674,28505,11991,10068,507,1531,558,248,218,98,73,57,38,9,132,880,55,43,33,20,12,12,1
135830,6846,74138,28064,12064,8527,981,506,536,254,218,103,68,52,37,12,91,1140,58,22,33,19,10,10,1
138797,1838,70508,29589,7340,8468,674,688,503,252,185,90,70,71,37,10,72,1291,55,40,31,15,17,15,0
138774,4209,65494,29975,10442,8747,1516,1410,507,275,217,100,71,53,32,13,65,1223,69,26,21,18,41,12,0
136237,7198,74637,28221,11132,9570,1012,532,496,221,217,110,71,58,33,10,91,1093,47,27,39,21,0,16,0
138025,2024,76001,28465,7848,8638,577,316,517,259,206,110,72,54,42,10,119,847,43,28,36,20,16,12,1
137029,2254,69591,28071,11244,9402,1300,148,484,245,213,103,76,63,31,12,103,718,58,24,15,16,22,15,1
135563,3442,75575,28887,10739,9243,1040,504,473,272,213,99,71,57,37,10,116,1260,53,42,24,14,41,13,0
137366,5627,71510,28473,10468,9994,981,777,439,230,203,98,74,62,41,12,97,1073,67,18,34,18,9,8,0
138509,3589,70430,29703,10069,9188,803,494,501,222,187,91,75,54,36,10,72,726,57,27,36,21,40,13,1
135745,6439,65621,29721,9875,9709,832,914,515,224,212,96,74,55,31,11,144,751,53,27,18,20,28,10,1
138440,1309,75779,28654,6561,9426,1563,1460,475,245,189,109,69,64,35,13,59,940,45,45,26,13,10,10,1
137769,3155,72005,28018,8486,8273,405,432,553,236,196,108,68,65,32,12,121,819,46,23,38,13,10,11,0
135833,2876,67002,28521,6582,10023,505,591,463,260,189,108,72,58,36,12,109,777,42,41,30,22,3,15,1
137136,4155,75704,30007,8908,9383,1001,263,560,264,224,93,75,57,33,13,101,921,68,19,31,13,41,9,0
136880,4407,66130,28783,6912,10220,612,696,457,225,223,99,68,58,32,12,97,793,44,31,28,8,14,7,1
136162,724,73680,29706,6734,9202,609,1124,530,276,208,100,69,65,33,13,96,897,71,31,14,23,6,16,0
138205,6996,70906,28414,8949,9167,1189,600,559,243,203,108,76,55,40,9,62,849,66,26,18,23,3,7,1
136082,4694,65391,28363,7422,8844,1568,1431,441,240,192,99,73,51,32,11,134,768,72,35,16,19,29,8,1
138027,1644,69177,28527,8667,10226,450,1582,521,223,222,94,68,62,33,12,59,1138,53,28,32,16,37,16,1
136070,1408,75403,29103,12077,10025,1195,1105,525,221,189,96,75,61,35,9,85,934,66,34,26,10,25,7,1
135715,3778,67636,28795,8989,8982,280,404,502,266,225,101,70,54,38,11,136,911,57,44,29,10,2,14,0
138185,4717,72976,29213,10868,10001,1155,1147,526,271,192,103,71,67,39,10,73,878,50,39,12,8,37,13,0
136620,8032,66880,29171,7144,9959,1140,263,451,276,189,90,72,54,41,11,99,1167,43,22,23,10,33,13,1
136065,6752,74900,29698,8139,8795,520,658,472,245,199,111,76,53,35,12,64,1225,55,21,10,10,42,12,0
137353,455,73666,28442,7487,8176,863,1264,554,236,216,94,72,72,42,10,86,905,55,19,39,17,29,13,1
136308,5798,71092,28264,6900,10047,880,797,522,261,213,108,73,72,36,10,101,1050,51,39,25,10,37,12,1
135413,5759,73046,29895,9895,9978,299,1114,537,225,193,90,74,56,32,9,98,702,65,44,12,15,10,12,1
138392,3797,65773,28649,7170,9343,1618,227,489,256,182,103,72,68,32,13,114,1096,50,35,21,22,39,14,1
138403,1018,65569,28508,9996,9708,752,995,460,226,220,89,72,71,31,9,68,970,70,38,18,19,7,7,1
138097,1947,75536,29324,6942,9112,420,1177,547,232,224,99,69,71,39,10,110,1289,64,26,20,8,30,14,1
137444,7576,71850,28465,9823,8289,1636,915,457,266,205,96,69,54,38,11,98,834,57,18,11,14,7,12,1
135218,2788,65993,28364,11664,8974,966,371,527,243,193,112,73,65,32,12,144,1067,54,33,38,23,36,14,0
135841,1090,66715,29422,9715,8361,329,360,552,266,193,97,73,63,32,9,137,815,67,30,11,19,39,13,0
138283,1152,67383,28492,10267,9825,670,762,464,258,213,103,73,71,41,10,53,1219,63,45,17,17,4,13,1
136304,5011,66535,28541,8622,8399,1358,333,478,225,207,93,70,70,31,11,53,849,49,24,36,22,35,14,1
135529,2718,69267,29839,11084,9546,1354,1504,515,222,220,97,76,70,41,10,68,1162,64,35,20,22,9,15,1
136065,2596,75463,29503,11317,8525,769,214,473,223,217,92,74,71,41,9,110,986,72,36,23,8,7,11,1
135973,6280,73625,29191,11727,8141,1635,1599,441,261,199,98,71,72,37,13,98,1116,71,29,29,16,24,15,0
135591,5209,70085,29626,6789,8737,549,1565,463,227,202,92,76,63,40,10,83,849,69,18,20,13,16,9,1
135836,373,71425,29114,6714,9948,641,177,545,246,197,93,71,71,39,11,137,786,67,47,37,23,20,11,0
137554,4978,71934,28722,9746,10224,424,1469,477,232,182,107,70,54,35,10,138,1212,47,44,28,20,28,14,1
138538,1055,71268,28841,9707,8195,868,1193,517,270,192,109,68,53,37,9,119,1008,70,46,24,9,18,9,1
138718,6456,66140,28299,9061,8836,1432,1179,544,265,213,101,71,59,31,12,88,818,65,25,41,11,19,15,0
138712,7444,70383,28173,8187,9746,654,1593,540,221,208,109,70,55,33,12,131,858,60,29,39,22,17,12,0
138142,5516,66761,28645,9204,8304,1304,1054,521,221,206,99,70,55,33,10,134,1083,46,27,18,18,0,14,0
137899,4946,70234,29396,11909,9411,1670,857,547,253,205,100,73,68,40,12,106,1203,55,20,15,15,16,16,0
138088,2906,68772,28023,7952,8754,817,639,525,274,208,102,76,51,34,12,114,977,66,20,36,19,39,9,0
136225,3677,72463,29224,11690,9492,1477,366,511,273,211,101,68,63,31,12,109,710,47,42,23,16,12,13,0
137767,7076,71875,28730,7675,9375,1337,227,503,259,224,92,76,51,35,9,105,1171,42,31,41,11,35,13,0
136874,1572,70143,28006,7842,9456,597,115,546,273,211,101,69,67,39,13,129,1261,61,22,17,20,39,10,1
137883,6316,73039,29029,11879,8843,864,458,510,229,207,93,70,58,39,9,137,922,68,23,31,23,12,14,1
138580,6720,67809,29653,11268,8384,842,1547,519,221,224,109,76,55,41,9,137,838,42,25,21,23,35,16,1
135939,7012,74457,29184,7846,9440,1514,1324,543,235,181,97,75,52,36,13,79,734,62,25,17,22,39,10,1
136745,559,71322,29620,6787,8611,832,321,547,245,215,89,76,62,37,11,115,1226,52,23,19,20,19,8,1
135668,1892,67338,28877,9895,8128,590,871,531,264,213,100,75,60,40,11,122,771,55,40,17,16,34,10,0
137459,831,67150,29271,10565,8641,1203,1219,440,256,181,111,73,62,35,13,116,846,42,34,28,23,2,12,1
136335,5546,72732,28165,9379,8726,373,1439,501,230,189,105,76,65,38,9,82,730,52,27,17,18,40,8,1
136231,5190,74226,28427,9571,10111,468,424,466,275,213,89,70,66,31,13,84,1263,59,37,25,13,26,13,0
138051,7927,67753,28144,9306,8314,926,182,491,270,224,107,71,58,31,11,124,936,55,46,10,14,14,14,0
137724,4968,68316,29534,10983,9287,483,516,444,251,217,93,68,71,38,13,100,703,60,39,10,10,27,16,0
136073,4374,71925,29566,6626,9123,333,1014,462,271,195,100,74,55,35,13,117,870,44,29,15,9,20,7,1
135659,7774,72704,28932,8304,9847,1251,1342,461,240,195,100,69,54,42,11,72,1171,56,25,40,10,31,10,1
137500,7508,75807,28508,7367,9937,373,1283,480,225,209,99,68,66,34,12,66,1049,70,40,25,8,5,8,1
136749,5728,69303,28906,8624,9123,593,370,443,248,221,104,75,58,40,13,96,713,62,43,21,16,17,8,1
135951,334,67613,29243,9960,9740,639,296,452,254,201,105,76,59,42,10,121,1142,63,44,15,20,0,10,0
136661,4628,69923,28644,10555,8665,447,994,516,259,226,91,71,72,41,11,137,1085,57,23,26,19,23,10,0
136977,4645,68463,29599,6819,8900,1261,1377,477,258,198,99,76,52,37,11,98,1227,42,32,24,20,22,16,0
138228,328,72486,28075,9356,9378,677,1078,528,236,196,105,70,68,41,10,66,853,59,38,33,12,20,8,1
136053,1142,72315,29666,11670,9401,816,300,498,235,209,89,75,65,33,11,136,1160,71,22,18,17,23,13,0
137483,330,73082,28823,6776,8745,673,667,560,261,221,103,72,69,39,9,121,778,51,22,9,11,16,11,0
136529,1479,70514,29342,9274,9088,1659,1338,458,259,207,97,69,55,37,11,114,1161,72,22,19,19,12,13,0
135677,7485,73921,29896,6548,9091,327,255,559,262,195,106,72,58,42,10,125,889,68,23,23,23,39,9,0
137926,3290,72238,29061,11045,8728,980,1204,495,246,189,89,73,58,31,11,135,1003,44,22,38,8,27,11,1
138291,5761,68288,28565,7668,9874,332,679,546,250,208,94,72,67,32,12,85,710,57,38,23,11,33,8,1
137463,5332,70456,29665,9210,9617,520,380,533,222,182,90,74,55,35,11,81,1251,51,18,39,19,24,16,1
138102,3502,70812,29753,8557,8918,1184,1331,469,223,201,93,71,58,32,9,86,984,66,36,21,18,34,15,0
135334,3743,75088,29537,8896,9446,1330,522,449,239,191,91,74,60,42,9,105,1014,49,34,17,19,35,10,0
138152,770,67650,29269,7013,10239,1362,1003,545,276,212,93,76,53,32,11,126,857,52,44,37,18,17,10,0
136352,7967,75271,29163,9189,8476,1489,1375,446,244,202,96,69,53,36,13,137,895,69,47,11,23,30,13,0
135609,3977,69288,29831,8138,9204,1444,689,457,223,215,94,76,56,36,12,111,892,65,29,11,12,14,15,1
136645,3147,75940,29281,11838,9765,1240,122,550,260,222,99,69,54,40,11,71,1110,48,33,23,11,20,9,0
136517,1388,68170,28616,9134,10247,1360,478,452,225,221,99,74,66,39,12,136,777,70,20,16,19,34,15,1
136469,1148,71787,28380,11571,9713,729,559,514,252,196,99,72,65,36,9,118,909,62,34,29,8,32,14,1
136779,3104,68210,28847,11267,9678,1409,467,547,272,211,96,71,58,32,13,88,1222,67,39,39,17,24,11,1
135285,4140,69913,29501,7101,9246,1583,181,445,251,190,94,74,57,31,11,73,934,70,23,39,8,5,12,1
137803,6828,75564,29208,8201,8122,712,389,458,232,220,104,68,67,42,12,69,1170,50,39,15,15,14,15,0
137065,6346,68164,28302,8115,8869,1126,1329,482,263,216,108,70,65,36,10,139,709,54,40,17,9,14,7,0
138646,5133,66317,29517,8507,9018,1245,752,526,256,201,108,69,55,35,11,115,1276,58,43,41,16,6,16,1
136669,2788,69990,28755,8915,10079,1643,255,536,256,188,91,69,56,41,10,117,1127,67,18,31,22,3,15,0
135577,1188,74824,28163,8126,8476,1145,1361,558,251,222,96,72,55,41,9,82,1070,58,27,13,12,37,10,0
138661,4478,75975,29667,10031,9350,461,1527,477,253,224,101,69,58,38,13,136,823,65,27,19,13,5,14,0
136880,2201,73673,29226,10588,9296,1605,212,531,227,213,98,70,57,35,13,126,904,67,25,27,12,26,15,1
136274,4077,72059,29431,7883,9770,462,898,532,246,220,96,74,53,38,11,88,816,66,29,20,19,5,10,0
135441,3625,75330,29233,9636,8969,1398,1320,443,246,202,98,69,70,32,13,53,1114,45,37,19,18,21,16,1
138565,4846,67751,29882,10682,9456,435,219,448,240,210,101,71,68,36,11,132,750,43,42,18,8,17,9,1
136119,3495,67252,28100,9420,9866,376,539,501,254,203,91,69,51,36,12,109,1168,59,35,23,14,24,11,1
136786,4007,70000,29469,11302,9509,1216,422,479,253,195,92,75,69,36,12,111,1073,63,19,14,20,0,9,0
137513,6484,73754,28897,8731,9465,1672,727,559,239,223,104,73,58,37,12,99,1096,52,41,37,17,12,11,1
138391,7468,71513,28782,9688,9430,1068,198,496,237,206,91,75,51,40,11,56,949,50,18,28,9,18,13,0
137959,3728,65960,29994,7780,8643,517,1214,445,263,196,109,73,65,32,10,53,1065,43,21,37,17,1,13,1
136471,703,66615,30010,11864,9988,292,128,509,257,190,97,68,65,35,9,133,1281,50,30,13,19,31,8,1
135269,3874,72681,29584,10531,10222,1604,160,492,226,216,107,76,53,37,10,135,870,59,40,14,20,32,14,1
137304,724,68219,28367,10379,10051,1137,1056,476,242,208,100,76,65,33,10,73,932,63,29,9,18,4,15,0
136605,874,75686,29262,7709,8875,461,10,488,258,222,94,72,57,35,13,130,991,50,28,34,18,34,16,1
137286,5676,67372,28726,7250,9720,1458,506,492,275,206,92,74,51,36,10,125,1109,51,21,25,14,40,14,0
137207,3734,70742,29314,7773,8316,1042,1467,513,237,211,102,70,54,40,11,131,1083,69,26,27,20,17,16,1
136000,6018,67319,28371,8725,8631,1072,1238,440,240,198,89,69,53,42,13,65,1288,71,36,40,21,19,7,1
138714,5275,71925,28861,6433,8548,456,1516,480,262,197,96,75,52,33,13,61,1271,64,22,24,20,12,15,0
136241,3426,66115,29454,8990,8988,1151,189,482,262,212,107,70,60,38,10,134,1280,44,36,10,13,9,12,0
137979,7015,70077,28279,8983,10013,1211,1424,517,261,219,104,69,60,37,11,114,716,68,20,27,19,16,15,0
136024,268,70034,29490,6460,8492,862,841,542,246,185,96,74,55,40,13,127,741,48,32,39,8,3,11,1
135955,5039,68929,28315,8082,9721,1166,1607,528,248,222,93,76,70,41,12,89,797,49,39,20,9,22,10,0
137599,7301,68053,30012,7728,9270,1160,244,453,270,209,96,73,62,31,13,71,805,70,33,24,14,20,11,0
137195,6677,71805,29100,11234,9448,348,392,442,265,216,105,69,67,35,9,122,1245,53,23,29,23,0,10,0
137039,6002,69985,28815,7315,8417,587,1106,560,228,219,94,69,59,33,10,68,862,42,35,22,19,34,16,0
136521,4233,65501,28150,7630,8478,1270,1137,477,263,191,91,68,63,39,12,94,988,69,22,22,12,5,13,0
137530,3121,66304,29419,9788,8804,970,775,513,227,213,109,76,57,34,10,87,1128,66,40,19,23,20,8,1
136809,2869,66612,29008,8409,9597,332,954,504,227,184,108,71,72,42,9,118,1274,67,46,15,12,18,8,1
135309,361,67325,29519,11273,9141,495,1092,536,249,213,99,71,61,42,10,85,1202,44,34,29,19,36,14,0
136216,788,68433,29320,10468,8248,993,1357,482,223,181,101,71,63,41,12,100,1007,54,36,36,23,19,12,1
138451,6600,69521,28668,8556,8657,317,812,440,236,201,107,68,60,32,9,100,1110,69,36,19,10,10,14,0
137161,1443,71492,29733,8720,8794,1288,1184,468,233,197,111,75,67,35,12,82,810,52,44,16,22,5,12,0
137791,1952,68971,29970,10324,8646,1564,106,461,270,214,108,76,65,31,9,107,1093,63,40,23,16,17,8,0
136969,1401,70241,29919,11026,10227,1677,1003,542,238,209,91,76,72,31,9,138,936,53,22,32,19,29,7,0
135224,4754,75288,28406,6634,8617,310,1470,466,264,183,107,76,67,37,13,88,1031,60,47,21,12,18,12,1
136042,5128,66904,28286,7913,9762,672,1163,492,233,204,108,73,58,34,12,129,1184,68,31,41,19,29,15,0
138038,6185,67202,29516,11932,9191,1079,834,470,251,214,95,74,70,36,9,122,861,52,18,33,20,16,8,1
135937,3334,69888,28916,9200,8343,704,359,539,223,182,99,68,56,34,9,132,847,69,23,37,8,37,13,1
137304,5904,73460,29559,10858,8108,1308,924,488,250,211,97,72,68,37,11,84,819,66,27,31,18,5,13,1
135379,3190,67649,29479,9080,9423,970,149,517,223,220,103,73,65,39,12,77,791,70,44,27,20,17,9,0
135431,7644,70359,28491,10691,9443,1357,929,534,246,187,100,75,52,39,11,123,789,63,44,25,9,13,7,1
137117,3055,73228,29032,8638,9751,1059,98,511,222,209,100,68,63,34,9,71,819,68,47,25,12,37,13,1
135542,5041,72420,29941,6435,8492,479,1190,467,259,191,94,75,68,34,11,104,1221,61,24,28,21,4,10,1
135676,5915,69664,29155,6961,9351,1576,655,535,254,223,105,74,63,33,10,98,1155,42,23,26,9,3,7,0
137022,277,70019,29100,8522,8668,1055,811,498,258,205,112,69,56,42,12,106,904,49,34,8,15,8,9,0
137823,7849,71543,28737,10982,8343,505,462,497,233,199,106,74,53,33,12,70,1312,64,39,17,16,34,8,1
135654,2678,73381,28130,6656,9266,750,889,472,231,191,97,71,53,35,10,140,1281,60,40,8,12,42,7,1
136455,2948,74310,28996,8529,8292,297,1579,444,257,225,99,73,69,34,10,114,1188,66,32,15,15,1,8,1
135488,3163,67977,29911,10996,8426,908,598,443,227,215,107,76,69,42,11,119,735,58,24,36,12,7,14,0
136436,1499,65847,29435,7326,8124,289,1107,452,263,213,98,71,57,31,10,121,983,48,21,35,11,41,9,0
137505,7106,73850,29113,7750,8201,1342,301,533,247,185,99,69,67,42,9,141,729,51,18,37,15,27,8,1
135729,4363,68661,28497,9091,8762,320,1263,503,227,215,111,76,69,35,10,126,727,67,30,39,10,16,10,1
137934,6637,67224,29652,8989,8316,899,1240,533,228,183,94,68,58,36,11,123,862,71,37,12,15,7,7,1
138176,7631,70543,28621,8094,8841,323,750,529,256,211,97,73,64,32,13,99,1290,47,19,28,10,27,12,1
137476,6267,69947,28888,7955,8366,476,1607,522,262,192,104,74,53,31,12,76,784,72,20,39,9,29,14,1
138497,5784,71981,28353,10180,8261,578,180,454,249,184,91,75,58,35,10,75,1128,49,41,16,20,8,8,1
135795,3483,68001,28270,11751,8777,488,1022,456,241,212,104,71,67,41,13,76,972,70,33,41,9,18,12,1
135634,1870,75422,29415,10084,8985,738,1440,451,246,204,106,68,54,37,10,83,721,53,22,14,9,10,16,1
136081,3826,65721,28431,11971,9132,1158,684,486,240,216,107,68,52,39,9,108,1182,66,33,29,10,16,10,1
138268,7418,65635,28738,8997,9008,1068,191,488,249,182,104,68,65,42,12,70,1040,50,36,19,9,31,14,1
136981,3560,75018,28471,11199,9571,1539,93,471,235,185,92,70,58,31,12,66,1063,61,29,37,19,11,8,0
135601,2896,65356,29779,7526,9117,794,898,549,243,192,93,76,55,33,13,70,850,72,43,12,21,33,7,0
137869,4153,69250,29331,9528,9694,1663,971,521,235,205,110,73,53,36,10,125,1294,55,34,14,21,12,7,1
137335,4527,72355,28507,9670,9444,662,670,458,271,221,111,74,60,40,9,88,1162,60,20,9,13,3,9,0
137831,3071,68447,28054,9252,9248,1647,1350,485,230,204,98,74,68,36,9,74,1119,61,23,37,15,8,16,1
136765,1054,68837,28036,11758,8140,1557,1488,504,222,205,107,69,61,42,11,131,1194,55,35,28,20,18,13,0
135508,1262,71728,28899,9357,9186,827,433,495,268,224,107,73,57,37,11,139,875,47,43,17,16,36,11,0
138153,414,66021,28054,11423,9115,786,329,515,272,225,91,76,57,32,9,131,1019,70,32,33,19,3,12,0
135542,3326,65685,28523,10044,8184,609,526,458,250,225,96,71,55,38,9,108,691,57,39,28,13,8,9,0
135635,6630,68117,28914,7277,8306,1286,1142,464,257,198,107,75,71,33,13,110,917,46,47,17,22,3,10,0
135376,4862,72726,28462,10046,8260,767,20,508,247,200,111,75,72,32,11,76,859,49,47,41,17,19,12,1
135338,5932,72415,28696,9134,8549,1093,20,543,237,213,105,70,56,35,10,130,1244,46,34,12,17,40,10,1
135393,2354,65559,29501,10323,8461,761,315,466,223,209,89,74,57,39,10,67,692,45,23,8,13,29,14,0
138457,7103,69788,29772,9811,9374,751,1244,446,228,209,109,75,71,40,11,101,771,69,46,27,21,17,15,0
138489,4862,74091,29828,9501,9130,1299,617,541,263,202,101,73,71,39,10,118,1099,59,47,25,22,29,10,0
138435,4345,72836,28715,9424,9960,1302,744,516,257,192,99,71,61,34,13,70,1020,44,35,32,11,8,8,0
136384,4289,68555,29234,11172,9510,1465,1088,481,269,214,100,75,69,33,10,134,983,43,29,41,9,30,9,1
136142,7671,74531,29249,10963,9030,713,148,465,224,184,112,71,54,34,13,74,734,46,35,25,20,31,16,0
135724,3240,69348,29030,7930,9493,295,1206,475,244,185,90,73,68,35,10,65,867,49,36,38,13,40,13,0
136824,1105,74247,28731,8872,9671,1262,1604,452,249,190,112,69,52,37,12,123,833,61,40,19,8,23,9,0
138313,4709,68457,29846,8155,8862,899,281,452,228,202,98,69,51,38,10,53,994,46,25,15,17,8,15,0
138162,4056,65776,29563,7995,10226,968,1354,467,254,205,97,71,51,37,10,54,735,53,24,30,14,11,13,0
137457,2333,70583,28988,8173,9921,344,1078,558,268,181,104,73,61,32,11,139,1143,59,34,39,20,1,11,0
135940,1922,75091,29828,6755,9906,854,112,469,229,190,92,70,57,38,10,103,992,68,25,29,10,7,9,0
136061,860,67659,28211,10847,9344,1099,1236,477,237,195,104,70,66,40,13,80,941,48,39,40,15,21,12,1
138546,5425,72705,29212,8660,9831,352,1069,513,230,220,92,73,54,37,13,71,950,52,40,40,16,24,15,1
136153,2776,73324,29098,9096,9722,483,445,521,244,211,112,75,63,35,13,127,890,56,23,10,22,10,16,1
136502,4398,66561,28753,7639,9693,533,1093,528,276,197,111,73,64,36,13,74,852,60,43,18,10,27,9,1
136474,6709,71623,29137,10791,10118,892,181,439,265,192,95,75,70,34,12,99,1046,49,19,19,17,36,16,0
138581,4533,71237,29702,7271,9535,474,1196,542,242,185,103,71,66,33,9,98,882,59,43,33,14,16,7,0
136943,5357,66882,29641,10854,9220,530,980,459,237,218,112,72,59,41,11,56,790,59,26,16,10,13,10,1
138080,3866,66798,29174,10331,9781,829,1527,463,251,219,99,70,59,36,11,97,750,45,20,16,10,32,9,0
137387,5843,74240,28435,9866,10024,1588,309,477,264,189,98,74,57,34,9,67,969,49,22,20,21,40,15,1
135991,7027,75878,29901,11208,8567,1234,1232,445,229,197,98,74,57,34,13,54,1056,70,39,22,21,20,13,0
135745,1479,74022,28083,8501,10165,589,948,473,235,209,94,73,61,42,9,104,805,59,41,30,22,4,10,0
137044,2554,67509,29235,7714,9307,1484,1246,463,262,222,108,71,57,36,13,73,917,46,33,32,20,37,10,0
136216,5194,69363,28778,7808,9266,932,342,538,271,197,93,74,69,41,11,119,1103,70,28,37,21,32,7,0
137127,6686,72528,28833,9088,9586,1548,607,518,250,226,108,70,57,33,13,120,1291,70,20,32,11,31,15,1
136753,4074,74600,29804,9991,9457,720,1003,558,237,194,89,73,66,42,12,121,1283,71,41,30,12,17,13,0
135256,5418,70966,28460,11882,8161,554,1143,444,227,200,110,71,71,40,13,129,1309,46,35,29,20,20,7,0
137359,6963,73981,29960,8317,8262,1527,547,438,266,207,103,72,66,40,12,136,1223,50,30,22,14,11,7,1
135204,5256,73496,28176,10442,8651,1670,33,528,265,219,111,73,65,31,12,128,1250,66,36,10,18,34,13,0
138681,5922,73567,29806,8408,9183,818,389,543,246,200,102,74,52,41,9,107,739,42,37,21,15,24,7,0
136637,7584,70672,28311,11157,9351,1553,933,527,273,203,92,74,57,38,9,115,1284,54,43,18,15,22,14,1
138453,5405,71450,29717,10846,8338,1022,288,469,222,189,100,74,65,40,10,84,996,52,35,9,9,7,8,1
138284,7125,65772,29182,11996,10231,292,970,515,268,199,103,72,51,37,9,118,741,55,31,18,19,29,15,1
136562,1194,74873,29724,11926,10140,1611,566,520,249,212,105,74,71,39,13,132,847,50,19,39,15,35,9,0
137020,2401,66137,28185,10728,8537,889,534,446,269,192,104,72,57,41,10,55,744,55,43,30,18,24,13,1
136482,6796,74094,29494,9591,8628,471,764,544,226,182,103,72,66,42,12,77,815,60,32,16,16,4,7,1
137337,4265,66486,29979,8654,8204,977,555,496,253,216,96,70,63,42,9,136,880,50,34,30,14,32,15,1
137863,7789,71761,29332,11152,8481,298,1123,481,258,201,100,76,55,39,10,119,985,58,32,40,17,37,16,0
138138,6956,66781,30005,8509,9338,618,1051,502,221,220,106,76,57,31,9,127,1203,56,34,40,23,32,16,1
137945,3241,72999,28245,11252,8250,1050,575,555,275,223,102,68,58,31,13,122,1263,46,29,10,15,29,10,0
136473,5610,72632,29852,7383,9497,858,815,458,275,191,90,71,61,31,11,98,1085,65,26,31,22,12,7,0
138526,5584,65531,29999,9297,9893,305,314,457,230,208,111,70,60,35,10,141,722,47,20,38,19,12,13,0
138859,5732,65627,29016,8720,8730,1309,978,486,272,192,100,71,65,36,9,144,1134,58,18,18,18,5,12,1
138145,4155,71681,28383,6499,8521,1444,810,556,275,185,112,69,63,34,10,56,695,69,33,30,8,22,11,1
138218,5420,70539,29065,7524,8745,1330,682,534,251,195,90,73,71,37,11,54,1258,68,27,12,10,28,7,0
136331,7139,66249,28284,12172,10067,384,652,470,244,212,106,73,72,42,9,99,1192,52,25,25,9,15,13,0
135867,4858,75378,28979,10683,8306,1063,1607,455,228,197,92,74,57,40,10,124,973,71,26,10,14,18,12,1
137841,6081,72338,28987,6978,8933,1582,554,478,248,221,97,73,71,36,13,115,1124,53,29,40,21,2,10,1
137836,7473,73348,29946,8269,9600,582,1263,454,248,216,96,75,52,39,9,98,1042,56,45,37,15,35,8,1
137732,3181,67597,28299,8381,8325,1315,780,557,268,194,95,71,56,31,13,113,1187,55,35,38,22,7,16,0
138229,8056,66607,30012,7488,8903,1380,503,450,264,221,101,69,63,39,10,66,714,49,28,36,9,30,11,0
138219,2827,73689,28900,9981,9926,1321,1442,550,271,189,112,74,71,38,9,56,937,57,21,26,23,1,8,0
136481,6474,68079,29459,8937,9957,921,730,480,266,197,100,68,56,35,9,102,1101,57,42,40,9,10,9,0
137886,2026,72618,29392,10337,8615,453,404,550,228,224,100,68,62,36,9,109,811,54,45,8,13,15,16,1
136196,2433,68636,28873,11411,9946,1390,711,510,249,187,111,72,62,39,13,97,1170,69,36,26,13,24,10,0
137126,6067,70635,28485,9920,8286,1646,153,557,239,212,101,72,65,39,11,68,1025,52,33,41,20,37,14,0
135481,598,74830,29972,11036,10098,728,1373,547,249,224,107,72,62,34,13,91,1136,61,44,10,13,21,13,0
138233,1439,75183,28435,10893,8747,333,213,502,235,224,92,70,53,40,11,139,1169,58,44,36,13,2,14,0
138359,3284,73707,28805,9389,10165,357,1585,460,251,186,90,73,51,36,13,60,1141,67,31,37,22,5,9,0
136427,1041,72802,29451,7312,8384,718,1072,477,225,196,112,69,62,41,9,135,720,65,45,17,22,39,14,0
137263,1448,72826,28180,9055,9113,1061,1382,471,269,182,101,75,60,31,12,98,1191,50,31,9,15,11,16,0
138422,3548,66949,28882,11819,8749,451,497,473,248,190,99,75,51,39,13,116,813,49,24,18,9,24,9,1
136135,6292,68162,29921,11194,9867,829,1370,487,275,184,112,72,60,31,9,104,1016,49,40,12,11,38,15,0
135453,3710,74101,28876,8583,9342,640,341,546,266,185,95,73,70,32,11,71,1007,71,22,38,10,14,13,1
136411,4254,76050,28693,11191,10067,515,780,515,235,217,97,69,62,31,13,142,1289,70,38,10,22,40,14,1
135528,5825,66217,28339,9996,8355,712,422,555,228,219,95,72,65,35,11,134,1021,64,39,33,9,25,10,0
137791,2733,73653,28490,6689,9397,1319,1462,522,256,206,91,75,58,34,13,81,1119,70,34,35,22,12,10,1
138030,5920,69437,28494,7938,9936,1017,243,544,252,210,112,74,56,34,9,103,962,56,29,12,18,29,8,0
138244,1201,72647,29996,6742,10144,1129,553,544,259,182,91,76,66,41,9,66,1125,69,30,38,12,39,7,1
136620,5162,70749,28729,9108,10162,1514,907,522,259,198,89,76,58,32,11,88,1290,42,26,37,14,7,10,1
136740,4269,70982,29186,8274,8278,1630,524,529,242,187,89,75,52,32,11,63,868,69,35,16,12,13,15,1
138730,2198,68111,29581,9014,9526,906,715,533,225,226,108,69,53,36,13,108,1089,59,27,14,11,4,14,0
